Year,DOY,NEE_F,GPP_F,RE_F,ET,TA_F_1_1_1,P,VPD_F_1_1_1,SW_IN_F,PPFD_IN,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,SWC_1_5_1,WP_1,WP_2,WP_3,WP_4,WP_5
2019,211,-0.114498498,0.177322629,0.062824133,1.39796693,27.09584262,0,25.60124648,558.8317,1165.121529,6.582294118,8.910588235,7.761588235,9.714117647,4.162705882,-1.338853705,-0.766998278,-1.027119134,-0.604235173,-2.209457873
2019,212,-0.099685793,0.156023385,0.056337593,1.275991277,25.78727789,0,21.53497358,552.2835682,1172.138508,5.987352941,8.95,7.729117647,9.7,4.143294118,-1.518821734,-0.758824759,-1.035037863,-0.607038388,-2.218388004
2019,213,-0.112136367,0.160320501,0.048184137,2.185210702,23.22055977,0.254,12.8356514,676.1882647,1436.389224,5.265470588,8.907647059,7.718529412,9.661176471,4.105941176,-1.763097669,-0.767596466,-1.03761618,-0.614516386,-2.235643527
2019,214,-0.092029782,0.141718913,0.04968913,1.22015564,26.84385061,0,22.2713555,620.9515141,1301.237687,5.075352941,8.950588235,7.729764706,9.66,4.071176471,-1.832211953,-0.758555818,-1.034872293,-0.614894852,-2.251844143
2019,215,-0.104082275,0.150495371,0.046413099,1.084529982,27.55169157,0,26.10193541,662.1390941,1380.411318,4.179764706,8.932941176,7.716176471,9.560588235,4.043882353,-2.203864075,-0.762248373,-1.038195903,-0.634270659,-2.264667484
2019,216,-0.114624043,0.155405615,0.04078157,1.055928785,26.08342316,0,21.65827074,673.7461471,1421.108941,3.053941176,8.851764706,7.696705882,9.488235294,4.015529412,-2.804787429,-0.779420244,-1.042968117,-0.648500276,-2.278111991
2019,217,-0.084741986,0.123194216,0.038452235,1.703702573,27.06838947,0.762,22.67040367,577.7801059,1208.548689,2.479117647,8.638823529,7.704411765,9.541176471,3.975823529,-3.201767234,-0.825197291,-1.04107344,-0.63818867,-2.297046004
2019,218,-0.110198871,0.147603456,0.037404587,1.509689559,29.52644956,0,32.08058303,785.1148118,1631.447576,2.472470588,8.349411765,7.698823529,9.37,3.946764706,-3.207624363,-0.889447116,-1.042444062,-0.672101832,-2.311038238
2019,219,-0.089224759,0.118630374,0.029405614,0.935966964,24.21798572,0,17.05701901,473.9842,1011.998588,2.265588235,7.845176471,7.657588235,9.397058824,3.912705882,-3.396547757,-1.00690735,-1.052589843,-0.667004941,-2.327625635
2019,220,-0.102271512,0.133327888,0.031056376,1.109225476,27.30642095,0,25.74815524,711.7498765,1478.815482,1.903294118,7.517764706,7.653764706,9.280588235,3.851058824,-3.711672375,-1.08742247,-1.05352932,-0.690168946,-2.357894324
2019,221,-0.107472797,0.137090835,0.029618037,0.674402686,27.07223696,0,27.91523467,630.0963794,1268.6209,1.6235,7.1615,7.6634375,9.155,3.7930625,-4.018165322,-1.17917902,-1.051143846,-0.71583731,-2.386863823
2019,222,-0.121086275,0.147862434,0.026776156,1.05488972,25.13537598,0,21.05246743,753.3498941,1570.262424,1.498,6.868941176,7.661882353,9.125882353,3.731058824,-4.17120498,-1.258123039,-1.051529977,-0.721864698,-2.418322922
2019,223,-0.11053978,0.136662289,0.026122507,1.051330394,25.42444865,0,21.64096513,623.2546706,1297.394141,1.349529412,6.646941176,7.623823529,8.977058824,3.655235294,-4.370776818,-1.320281579,-1.06093029,-0.752764136,-2.457575498
2019,224,-0.09400468,0.121966481,0.027961803,0.957150153,26.56965709,0,28.13338223,820.7004294,1672.358612,1.247647059,6.453882353,7.596823529,8.968823529,3.555705882,-4.523869509,-1.376350838,-1.067636401,-0.754573251,-2.510298596
2019,225,-0.08821702,0.118554152,0.030337132,1.082192967,28.24482549,0,32.33284473,789.4251647,1614.886824,1.108588235,6.253529412,7.550941176,8.827647059,3.457470588,-4.754955504,-1.436138353,-1.079078781,-0.784395568,-2.563836929
2019,226,-0.075145362,0.107571333,0.032425972,1.00466178,29.49263251,0,37.43001922,820.1548118,1655.178965,0.944235294,6.048823529,7.489235294,8.687058824,3.362411765,-5.071282938,-1.499345988,-1.094580079,-0.814635504,-2.617133149
2019,227,-0.102685979,0.134980659,0.032294682,0.917262908,28.23723966,0,32.2017467,794.0238176,1613.563671,0.845294118,5.891941176,7.425647059,8.615882353,3.257941176,-5.283665343,-1.549068335,-1.110690609,-0.83015536,-2.677515573
2019,228,-0.080812799,0.116111255,0.035298457,0.9338256,29.03466622,0,36.0236444,752.5639059,1524.976447,0.807,5.755,7.360352941,8.510588235,3.155117647,-5.386751783,-1.593526112,-1.12738322,-0.853354181,-2.738854682
2019,229,-0.080126302,0.119371547,0.039245242,0.899870781,28.51609644,0,36.12250081,813.0972824,1629.889671,0.682588235,5.710176471,7.272352941,8.406470588,3.034941176,-5.692862792,-1.608286448,-1.150121936,-0.876625206,-2.813202194
2019,230,-0.082470927,0.125772653,0.043301727,0.929663706,28.16843239,0,34.57035393,779.7500235,1569.728894,0.646588235,5.661823529,7.159117647,8.273529412,2.926294118,-5.794351393,-1.624731815,-1.179796335,-0.90662848,-2.882988594
2019,231,-0.078593654,0.122334173,0.043740518,0.904392691,28.40278541,0,34.49516488,780.8223647,1586.076235,0.629529412,5.596705882,7.063235294,8.12,2.804235294,-5.850368827,-1.646707207,-1.205288969,-0.941944376,-2.964767614
2019,232,-0.082559192,0.126449168,0.04388998,0.959759247,29.55512014,0,37.28083262,792.6822059,1615.740471,0.595235294,5.561647059,6.925941176,7.983352941,2.657235294,-5.964748697,-1.658563715,-1.242426599,-0.974010836,-3.067897872
2019,233,-0.092250669,0.134479605,0.042228934,1.031174655,29.223824,0,33.87302131,789.6097647,1613.670376,0.566235294,5.535411765,6.782882353,7.856,2.521352941,-6.059929431,-1.667421664,-1.281927868,-1.004327835,-3.168576563
2019,234,-0.088875773,0.126860558,0.037984786,0.799530998,26.58374359,0,28.36860895,590.7945059,1201.977741,0.601764706,5.489058824,6.628,7.733,2.407941176,-5.927926194,-1.683377036,-1.325639573,-1.034119269,-3.256836029
2019,235,-0.066810737,0.104900312,0.038089577,0.59789514,27.75055569,0,33.12968191,769.1773706,1559.442447,0.614235294,5.489764706,6.517588235,7.616058824,2.295470588,-5.906135494,-1.683320511,-1.357445451,-1.06305799,-3.348647732
2019,236,-0.057658317,0.095321164,0.037662847,0.691092075,28.95481292,0,35.19534977,775.1633059,1577.753176,0.561470588,5.468411765,6.385647059,7.425411765,2.192470588,-6.069012747,-1.690626948,-1.396190086,-1.110826958,-3.436808807
2019,237,-0.066301218,0.09985612,0.033554902,0.764680261,29.38193407,0,35.10199182,777.2140118,1591.582259,0.531823529,5.460411765,6.229823529,7.231941176,2.093647059,-6.175348891,-1.693388503,-1.442996803,-1.160739891,-3.525372494
2019,238,-0.054575459,0.086941123,0.032365669,0.65164813,30.46723123,0,37.88181903,775.4706706,1584.966494,0.511411765,5.453235294,6.068705882,7.096764706,1.991352941,-6.248890006,-1.69568857,-1.492652857,-1.196383609,-3.621717342
2019,239,-0.064048292,0.095257942,0.031209647,0.782062932,29.46961139,0,38.40807514,790.9439706,1591.411529,0.499823529,5.398352941,5.931470588,6.937764706,1.863882353,-6.300996248,-1.715075827,-1.536039633,-1.239261939,-3.74897039
2019,240,-0.084073064,0.114412476,0.030339414,0.784046203,28.78724672,0,37.42553685,777.8011118,1582.192141,0.484235294,5.360823529,5.835058824,6.785705882,1.770823529,-6.366591928,-1.728481474,-1.567123444,-1.281275663,-3.847291488
2019,241,-0.066486036,0.096840929,0.030354892,0.664756327,29.1484753,0,33.78364419,777.8011118,1471.644847,0.490176471,5.352764706,5.696647059,6.706705882,1.694411765,-6.356814602,-1.731154092,-1.61266126,-1.303514312,-3.932221855
2019,242,-0.060693299,0.090287706,0.029594407,0.693207585,28.58068054,0,32.9147142,752.2244193,1557.308329,0.482117647,5.330529412,5.635176471,6.555117647,1.639058824,-6.359577783,-1.739179195,-1.633245516,-1.346773591,-3.995915583
2019,243,-0.069089182,0.098613919,0.029524736,0.722784477,28.84297942,0,35.05725709,723.7219524,1515.970471,0.487823529,5.310941176,5.602352941,6.444058824,1.587882353,-6.381803562,-1.746099696,-1.644343511,-1.379098873,-4.057014051
2019,244,-0.064301939,0.093816209,0.029514269,0.677405053,29.18466464,0,33.40307747,690.9487107,1494.543929,0.463705882,5.288823529,5.501117647,6.387411765,1.541235294,-6.431212137,-1.754021492,-1.678962022,-1.395686376,-4.114310285
2019,245,-0.077705867,0.106285724,0.028579855,0.661640603,28.38634222,0,31.24381269,685.1545383,1500.199341,0.462352941,5.257058824,5.433823529,6.300529412,1.507411765,-6.444191763,-1.765478068,-1.702334019,-1.421730421,-4.157035256
2019,246,-0.061342287,0.090420873,0.029078586,0.654896525,29.3665935,0,33.26119861,646.5950073,1475.031692,0.453235294,5.288823529,5.345058824,6.212235294,1.467176471,-6.487844828,-1.753867032,-1.733621154,-1.448422503,-4.209190893
2019,247,-0.072153025,0.100941039,0.028788014,0.667607556,29.36984952,0,33.24406963,682.2050214,1372.237647,0.468411765,5.250647059,5.262117647,6.165941176,1.427411765,-6.436505148,-1.767546778,-1.76333048,-1.462672264,-4.262008926
2019,248,-0.080788683,0.108242899,0.027454216,0.721172749,28.03942825,0,30.66551729,682.2050214,1473.778965,0.446235294,5.237294118,5.159352941,6.087411765,1.394882353,-6.498606597,-1.772435427,-1.800812454,-1.486911,-4.306327999
2019,249,-0.060255522,0.088532399,0.028276877,0.651641634,29.46403965,0,34.14476848,686.2041118,1420.788824,0.463411765,5.206352941,5.083470588,6.036294118,1.359882353,-6.431411328,-1.783791856,-1.828975017,-1.502873175,-4.355185903
2019,250,-0.065335571,0.093482417,0.028146845,0.437896732,27.79852155,0,28.74942052,595.9429118,1238.193718,0.518588235,5.212117647,5.001823529,6.003823529,1.332823529,-6.223621889,-1.78152747,-1.859765757,-1.513188336,-4.393891704
2019,251,-0.009329048,0.036712338,0.027383292,1.078270065,23.69444609,0,20.85553013,577.0223529,1194.209553,0.646529412,5.177294118,4.925117647,5.972529412,1.333352941,-5.814466259,-1.794467634,-1.889152908,-1.523221381,-4.393254815
2019,252,-0.088481479,0.117741064,0.029259587,0.570441853,23.44759828,0,25.78522318,743.1445118,1491.790918,0.568647059,5.154647059,4.849058824,5.879941176,1.316235294,-6.066647186,-1.803153081,-1.918784589,-1.552817425,-4.41786549
2019,253,-0.081593092,0.110712252,0.02911916,1.08224378,21.63549418,2.54,16.0473007,533.8468034,1148.494192,0.6826,5.134533333,4.800266667,5.897333333,1.307333333,-5.72860913,-1.810222218,-1.938018484,-1.547162945,-4.430916485
2019,254,-0.021721659,0.051303516,0.029581859,2.17395262,20.60717779,0,19.26390336,701.3925353,1419.956518,9.981764706,5.539705882,4.743470588,5.883,1.328352941,-0.554901577,-1.667417693,-1.960646176,-1.551738028,-4.40020161
2019,255,-0.070913133,0.098522501,0.02760937,0.994543165,19.50715416,0,18.69792849,733.4375882,1490.681176,7.934294118,6.120823529,4.721823529,5.783705882,1.345,-0.985953652,-1.479985719,-1.969352271,-1.58414932,-4.376214537
2019,256,-0.076815749,0.105141361,0.028325614,0.503433356,21.34181054,0,21.96103723,728.5449822,1508.119289,7.716266667,6.540933333,4.7198,5.782066667,1.354466667,-1.038217612,-1.35290218,-1.970169002,-1.584607734,-4.362715494
2019,257,-0.071032667,0.101293572,0.030260907,0.915481738,24.60925064,0,28.01791594,724.7275176,1463.215082,7.051823529,6.779294118,4.720705882,5.783352941,1.362117647,-1.208497199,-1.284488846,-1.969801728,-1.584124462,-4.351899225
2019,258,-0.072738863,0.097469554,0.024730691,0.461840049,19.88323909,0,14.33291703,304.7031765,648.0248235,6.744705882,6.876764706,4.731176471,5.829764706,1.384470588,-1.292927286,-1.256301929,-1.965584435,-1.569082795,-4.322251179
2019,259,-0.092750466,0.116677831,0.023927366,0.638112878,20.20572146,0,12.15023714,544.5417529,1140.749906,6.259705882,7.045294118,4.745764706,5.821352941,1.358882353,-1.434410606,-1.210823925,-1.959726772,-1.57175389,-4.356602416
2019,260,-0.071324976,0.095613046,0.024288071,0.543135318,21.91902497,0,17.52665323,574.1060941,1190.965694,5.845882353,7.044941176,4.756117647,5.805588235,1.354294118,-1.563796544,-1.210668479,-1.955579825,-1.576803622,-4.363139309
2019,261,-0.074930031,0.098911672,0.023981641,0.563372098,21.81629642,0,19.39733967,597.4653412,1226.541435,5.324764706,7.080294118,4.764176471,5.810352941,1.342764706,-1.740995092,-1.201240131,-1.952358011,-1.575235676,-4.37952309
2019,262,-0.070088975,0.095350671,0.025261699,0.633204567,23.62745052,0,23.75688362,701.7646,1436.410565,4.407176471,7.148352941,4.774941176,5.772647059,1.331823529,-2.102128576,-1.183268745,-1.948063515,-1.587698692,-4.395246123
2019,263,-0.082756051,0.104237074,0.021481025,0.493969558,19.42024809,0,18.86495106,698.5965941,1414.706588,3.483235294,7.140647059,4.790117647,5.757529412,1.319235294,-2.551015973,-1.185054315,-1.942023461,-1.592715656,-4.413636698
2019,264,-0.086034822,0.105419693,0.019384873,0.474801107,18.22195828,0,18.45097204,694.843,1407.706682,2.979411765,7.002235294,4.798705882,5.746882353,1.313176471,-2.849257729,-1.222284072,-1.938617324,-1.596184288,-4.422508942
2019,265,-0.085952018,0.104630936,0.01867892,0.492350868,18.87355865,0,19.24280191,697.6302294,1408.517647,2.636705882,6.861294118,4.808470588,5.732764706,1.304411765,-3.083594121,-1.260691304,-1.934748965,-1.600906896,-4.435443893
2019,266,-0.079847632,0.0963621,0.016514471,0.328774377,17.3662959,0,14.68721366,431.9898941,887.5411153,2.406176471,6.666764706,4.813294118,5.73,1.287352941,-3.261687354,-1.314857197,-1.932840305,-1.601979299,-4.460759403
2019,267,-0.079143378,0.0965046,0.017361221,0.499034497,20.61134739,0,17.33301802,651.7014,1346.244094,2.257352941,6.461411765,4.824764706,5.696117647,1.284294118,-3.38149956,-1.374660834,-1.928312276,-1.61299732,-4.465267276
2019,268,-0.077045087,0.095450001,0.018404915,0.475985223,22.14179841,0,22.15696774,628.5084353,1297.01,2.109882353,6.268941176,4.828,5.673705882,1.268352941,-3.511635239,-1.432090001,-1.927036329,-1.620451317,-4.489342603
2019,269,-0.067653367,0.086567548,0.01891418,0.442990303,21.60635685,0,17.97256873,527.3133824,1106.311649,2.006411765,6.103941176,4.839529412,5.746941176,1.254647059,-3.611495568,-1.482510913,-1.922499413,-1.596179106,-4.510536917
2019,270,-0.08940798,0.107996368,0.018588384,0.441301829,19.85137322,0,13.91212301,650.1540706,1360.926824,1.871176471,5.917823529,4.838941176,5.669294118,1.246352941,-3.7423387,-1.54125779,-1.922728213,-1.622030708,-4.522947224
2019,271,-0.083268087,0.103278937,0.020010852,0.453346762,20.72802294,0,15.55205516,623.1668941,1292.2936,1.842352941,5.779,4.838529412,5.680647059,1.242941176,-3.771671965,-1.586005477,-1.922891221,-1.618163308,-4.528232914
2019,272,-0.075857801,0.095322458,0.019464658,0.550219013,19.87114481,0,16.39291362,568.9935353,1164.822753,1.867764706,5.711411765,4.835411765,5.678411765,1.239823529,-3.746238361,-1.60793533,-1.924119716,-1.618855391,-4.533102065
2019,273,-0.082460174,0.100958767,0.018498593,0.506934225,18.87268934,0,16.98339629,661.7434412,1340.311247,1.78,5.650176471,4.828294118,5.658647059,1.226823529,-3.839461631,-1.628535081,-1.926920928,-1.625559368,-4.553282526
2019,274,-0.085335047,0.103276954,0.01794191,0.432583131,18.45365011,0,17.55673388,654.6632471,1330.280894,1.709647059,5.515882353,4.824,5.647529412,1.226823529,-3.9180595,-1.674828749,-1.928614944,-1.629313864,-4.553406492
2019,275,-0.086703908,0.101889396,0.015185488,0.409751748,15.96606784,0,16.75305105,665.9358706,1321.040165,1.662,5.425647059,4.811058824,5.635882353,1.218352941,-3.972461045,-1.706690013,-1.933725435,-1.63325552,-4.566748083
2019,276,-0.069247308,0.084658965,0.015411656,0.338177347,18.69041997,0,19.51492202,650.0586,1298.0984,1.620529412,5.403176471,4.810235294,5.621764706,1.207,-4.02347746,-1.714782113,-1.934052252,-1.638040436,-4.584700689
2019,277,-0.066797072,0.081465083,0.014668011,0.237178458,20.10138113,0,19.88960683,642.007,1295.260024,1.592235294,5.399058824,4.794588235,5.633352941,1.194882353,-4.059023051,-1.715800996,-1.940253926,-1.634128087,-4.604095256
2019,278,-0.061908395,0.074552481,0.012644084,0.262565936,17.65860906,0,19.03284405,639.2501118,1287.619882,1.536,5.332117647,4.789411765,5.629882353,1.191117647,-4.129689559,-1.739621518,-1.942305861,-1.635330736,-4.610149304
2019,279,-0.076581693,0.088857263,0.012275572,0.274884928,16.74829789,0,17.80829158,646.5687,1281.473624,1.519058824,5.293176471,4.777705882,5.626764706,1.196647059,-4.14967587,-1.753517566,-1.946963616,-1.636428278,-4.601410369
2019,280,-0.071824012,0.083484032,0.011660015,0.21934254,15.29074231,0,16.07759615,638.7067529,1269.842682,1.491294118,5.195705882,4.778294118,5.604823529,1.204058824,-4.187184782,-1.789250396,-1.946732627,-1.643831904,-4.589669114
